site_id,n_total,n_train,n_test,best_epoch,epochs_trained,accuracy,accuracy_within_2,R2,MAE_visibility,RMSE_visibility,train_loss,test_loss,epoch
SITE178,34,25,9,12,27,0.3333333432674408,0.5555555820465088,-0.5871367454528809,2.3333332538604736,3.073181629180908,1.5001076459884644,2.1837716102600098,12
SITE179,93,72,21,13,28,0.3333333432674408,0.6666666865348816,-0.2797123193740845,1.952380895614624,2.7688746452331543,1.782418394088745,1.9892305135726929,13
SITE186,65,48,17,27,42,0.4117647111415863,0.6470588445663452,0.07020407915115356,1.8823529481887817,2.8075528144836426,1.4096548159917195,1.7517908811569214,27
SITE193,51,39,12,14,29,0.4166666567325592,0.75,0.022900760173797607,1.8333333730697632,2.8284270763397217,1.4881007273991902,1.9462692737579346,14
SITE194,60,45,15,19,34,0.20000000298023224,0.7333333492279053,-0.16292130947113037,1.7999999523162842,2.144761085510254,1.342774232228597,1.610006332397461,19
SITE198,50,36,14,45,60,0.5,1.0,0.7704918086528778,0.7142857313156128,1.0690449476242065,1.0423380931218464,1.4133517742156982,45
SITE203,117,89,28,2,17,0.4285714328289032,0.8571428656578064,0.6363636255264282,1.1428571939468384,1.6475088596343994,1.8377128044764202,1.6422126293182373,2
SITE205,75,55,20,20,35,0.15000000596046448,0.6000000238418579,-0.7341040372848511,2.549999952316284,3.3541018962860107,1.542595088481903,1.9500948786735535,20
SITE207,38,27,11,11,26,0.3636363744735718,0.8181818127632141,0.07968133687973022,1.2727272510528564,1.9540168046951294,1.6035342812538147,1.6266889572143555,11
SITE208,45,33,12,10,25,0.3333333432674408,0.6666666865348816,-0.2517646551132202,2.25,3.3291640281677246,1.6594675779342651,1.6812013387680054,10
SITE209,20,14,6,60,60,0.6666666865348816,0.8333333134651184,0.36645960807800293,0.8333333134651184,1.6832507848739624,1.0398657321929932,1.5806550979614258,60
SITE212,25,17,8,60,60,0.375,0.625,0.14516127109527588,1.875,2.5739076137542725,1.5195183753967285,1.426100730895996,60
SITE215,127,97,30,3,18,0.4333333373069763,0.800000011920929,0.5166760981082916,1.2666666507720947,1.9493588209152222,1.7714379514966692,1.5624525547027588,3
SITE217,48,34,14,59,60,0.5,0.8571428656578064,0.6443189978599548,1.0,1.6035674810409546,1.3494304021199544,1.5082194805145264,59
SITE219,51,38,13,18,33,0.38461539149284363,0.6153846383094788,-0.1319568157196045,1.923076868057251,2.731581687927246,0.9722619652748108,1.5549322366714478,18
SITE229,38,28,10,11,26,0.30000001192092896,0.699999988079071,-0.23128128051757812,1.7999999523162842,2.720294237136841,1.734165370464325,1.8877934217453003,11
SITE230,30,22,8,12,27,0.25,0.625,-0.0013458728790283203,2.375,3.409545421600342,1.2358087301254272,1.7412219047546387,12
SITE231,27,20,7,1,16,0.1428571492433548,0.5714285969734192,-0.5608108043670654,3.0,3.7606990337371826,1.9205176830291748,1.9346719980239868,1
SITE234,33,25,8,6,21,0.5,0.875,-0.2799999713897705,1.25,1.8708287477493286,1.8416594862937927,1.6258299350738525,6
SITE239,51,36,15,42,57,0.46666666865348816,0.8666666746139526,0.44999998807907104,1.3333333730697632,2.0976176261901855,0.983665386835734,1.5643714666366577,42
SITE240,42,30,12,16,31,0.1666666716337204,0.5833333134651184,0.294678270816803,2.0,2.4832773208618164,1.3828606605529785,1.854413390159607,16
SITE241,89,66,23,6,21,0.3913043439388275,0.739130437374115,0.47678738832473755,1.39130437374115,2.0641872882843018,1.4576217889785767,2.073198437690735,6
SITE244,35,26,9,27,42,0.4444444477558136,0.6666666865348816,0.6124401688575745,1.3333333730697632,2.0,0.9528937935829163,1.448559045791626,27
SITE245,43,29,14,34,49,0.3571428656578064,0.6428571343421936,-0.1261425018310547,2.142857074737549,3.0705978870391846,1.0404903292655945,1.7076503038406372,34
SITE251,34,25,9,20,35,0.4444444477558136,0.5555555820465088,-0.5117188692092896,2.222222328186035,3.0912060737609863,1.0245492160320282,1.9149137735366821,20
SITE253,99,74,25,6,21,0.3199999928474426,0.800000011920929,0.3589743375778198,1.440000057220459,2.0396077632904053,1.8212826728820801,1.8225886225700378,6
SITE256,20,15,5,60,60,0.4000000059604645,0.6000000238418579,-0.9827585220336914,2.0,3.0331501960754395,1.3621959686279297,1.8387558460235596,60
SITE258,36,26,10,13,28,0.30000001192092896,0.8999999761581421,0.06976741552352905,1.399999976158142,2.190890312194824,1.6216686964035034,1.9473422765731812,13
SITE259,25,19,6,39,54,0.6666666865348816,0.8333333134651184,0.22058820724487305,1.5,2.972092390060425,0.8450730443000793,1.2142874002456665,39
SITE261,45,32,13,21,36,0.3076923191547394,0.4615384638309479,-0.13351500034332275,2.307692289352417,3.1378581523895264,1.0636646449565887,2.010800361633301,21
SITE262,71,53,18,20,35,0.4444444477558136,0.7777777910232544,0.19432318210601807,1.3333333730697632,2.1343746185302734,1.435168296098709,1.600006341934204,20
SITE268,40,28,12,8,23,0.6666666865348816,0.8333333134651184,0.6156583428382874,0.8333333134651184,1.7320507764816284,1.5188446640968323,1.6637986898422241,8
SITE272,48,36,12,6,21,0.5,0.75,-0.3117408752441406,1.9166666269302368,3.3541018962860107,1.3377173741658528,2.0566141605377197,6
SITE276,45,35,10,60,60,0.5,0.8999999761581421,0.375,1.0,1.6124515533447266,1.3344399531682332,1.3566044569015503,60
SITE301,25,20,5,12,27,1.0,1.0,1.0,0.0,0.0,0.1694179754704237,0.11886029690504074,12
SITE309,42,30,12,60,60,0.5833333134651184,0.8333333134651184,0.6495726406574249,1.0833333730697632,1.8484227657318115,0.5929888188838959,1.144999623298645,60
SITE310,20,15,5,37,52,0.6000000238418579,0.800000011920929,0.2647058367729187,1.2000000476837158,2.0,0.8672007918357849,1.5329961776733398,37
SITE322,31,23,8,2,17,0.5,0.625,0.06666666269302368,1.375,2.0916500091552734,0.9409300684928894,1.101433515548706,2
SITE323,30,22,8,48,60,0.75,0.875,0.8214285671710968,0.5,1.1180340051651,0.5157486498355865,0.6038230061531067,48
SITE324,55,41,14,7,22,0.5,0.8571428656578064,0.5347181558609009,1.1428571939468384,2.0,1.458911140759786,1.4934903383255005,7
SITE325,25,19,6,16,31,0.3333333432674408,0.6666666865348816,-0.8818182945251465,3.3333332538604736,4.795831680297852,1.0179886221885681,1.5853112936019897,16
SITE327,56,42,14,10,25,0.5,0.9285714030265808,0.8356164395809174,0.7142857313156128,1.133893370628357,1.21188485622406,1.432023525238037,10
SITE330,40,29,11,28,43,0.5454545617103577,0.9090909361839294,0.4641026258468628,1.0909091234207153,1.8586407899856567,0.810553640127182,1.1632797718048096,28
